loan_status,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,pub_rec,revol_bal,revol_util
0,11.11,130.79,30000,19.28,0,1,0,18447,50.4
0,10.37,385.74,62000,24.06,0,1,0,8633,15.6
0,10.37,182.16,62000,14.42,0,3,0,2245,19.9
0,17.88,759.85,67588,24.36,0,0,0,24217,86.5
0,17.14,249.28,54000,2.22,0,2,0,1750,5
0,10.37,160.73,84000,17.79,0,0,0,5000,55.6
0,15.65,144.8,30000,20.56,0,1,0,2637,31.8
0,18.62,771.96,155004,8.55,0,3,0,20373,60.3
0,16.02,476.24,56000,21.58,0,0,0,21405,39.9
0,15.28,191.5,132000,22.43,0,3,0,55673,93.3
0,17.14,623.2,89500,17.23,0,2,0,12439,23.1
0,10.37,304.3,80000,25.45,0,0,0,94038,31.7
0,21.22,951.21,325000,6.12,0,2,0,29906,84.5
0,15.65,255.81,36000,22.5,0,1,0,8066,57.6
0,19.74,658.74,84996,14.39,1,0,0,24094,76.7
0,10,127.49,40800,8.88,0,1,0,606,1
0,17.88,506.57,165000,8.38,0,0,0,72318,97.7
0,14.17,817.48,95000,12.18,1,1,0,814,5.2
0,16.77,618.23,72500,7.76,0,0,0,8304,45.6
0,16.4,441.56,39996,18.09,0,1,0,11130,74.2
0,15.28,299.22,40000,21.63,0,0,1,631,46.74
0,16.4,122.66,41004,24.9,0,0,0,1158,31.3
0,15.28,359.06,65000,2.71,0,0,0,102,1.2
0,13.8,463.3,101000,0.67,0,2,0,329,4.3
0,16.02,311.41,32000,4.16,0,0,0,4270,55.5
0,13.8,405.39,63000,10.08,0,1,0,4232,55
0,12.68,225.9,25920,20.56,0,3,0,8135,41.6
0,10.37,535.74,175000,0.88,0,0,0,6827,14
0,16.4,490.63,130000,10.13,1,0,0,9499,33.9
0,7.66,193.1,56000,17.91,0,0,0,3581,21.1
0,16.77,741.88,65000,19.27,0,1,0,21191,77.9
0,15.65,120.67,48000,2.88,0,0,0,2433,50.7
0,11.11,108.99,40000,2.22,0,0,0,1056,26.4
0,17.14,373.92,60000,16.02,0,2,0,7444,19
0,17.51,223.01,30000,21.6,2,2,0,8167,66.9
0,10.37,385.74,82000,14.72,0,0,0,17014,24.4
0,13.06,569.6,60000,12.26,0,2,1,19421,46
0,14.91,356.15,145000,18.22,0,1,0,6449,79.8
0,16.02,194.63,46000,5.03,0,3,0,6718,32.8
0,10.37,642.89,64700,14.26,0,0,0,2512,7.2
0,13.8,166.79,43500,20.25,0,3,0,15070,58.6
0,21.59,128.72,24996,1.44,0,0,0,1113,33.7
0,11.11,370.56,88000,16.62,0,3,0,10333,25.8
0,17.88,354.6,35000,16.73,0,1,0,7524,59.7
0,13.06,364.55,85000,14.27,0,0,0,25548,86.2
0,14.91,227.94,59964,19.27,0,0,0,18097,94.7
0,10,106.24,48000,9.28,1,0,0,3448,16.7
0,16.02,486.58,89200,17.37,0,2,0,4222,35.5
0,17.51,326.66,30996,19.43,0,2,0,8817,84.8
0,14.17,314.73,34000,2.61,0,2,1,2313,26.9
0,10.74,378.23,46000,12.21,0,0,0,7598,10.4
0,14.91,235.06,53000,20.51,0,2,0,2381,19.8
0,13.8,463.3,60000,0,1,3,0,0,0
0,12.68,158.13,56000,11.36,1,1,0,141,9.4
0,15.65,386.12,140000,10.83,0,1,1,18884,83.6
0,21.59,876.37,360000,12.19,0,0,0,24148,35.6
0,14.17,233.57,49992,7.83,0,1,0,7178,42.2
0,18.62,257.32,80892,14.67,1,2,0,5201,51.5
0,14.91,132.96,37680,18.73,0,2,0,4028,21.5
0,15.65,723.98,109200,16.45,0,0,0,12324,24.3
0,16.4,367.97,40000,2.46,0,3,0,2896,11.2
0,10.74,605.17,77378,8.99,0,0,0,1275,5.5
0,16.4,735.94,79000,13.87,0,1,0,13773,65.9
0,15.28,143.63,51000,16.87,0,1,0,8833,38.7
0,12.68,564.74,96000,9.59,0,0,0,16074,68.4
0,17.14,249.28,65000,13.14,0,0,0,6049,94.5
0,14.91,356.15,99000,19.78,0,0,0,12657,84.4
0,15.28,71.82,22951,6.01,0,0,0,3069,28.4
0,16.77,118.7,47000,21.5,3,3,0,1118,27.9
0,14.91,305.69,85000,19.64,0,3,1,5492,33.1
0,17.51,351.79,56000,16.44,0,3,1,10948,66.1
0,16.02,291.95,38000,17.34,0,2,0,12311,89.2
0,14.17,817.48,110000,8.96,0,1,0,13146,69.9
0,18.62,385.98,100000,19.85,0,1,0,86516,37.1
0,13.43,390.56,54000,21.8,0,2,0,13176,39.3
0,16.02,352.77,39000,21.54,0,1,0,10641,65.3
0,12.68,90.36,45600,11.21,0,1,0,3466,19
0,18.25,638.25,102000,18.32,0,1,0,46003,55.4
0,17.14,648.75,78636,1.75,0,0,0,1374,6.7
0,13.06,218.73,103000,2.55,0,3,1,12803,21.8
0,16.77,356.1,125000,5.88,0,3,1,9168,84.9
0,13.8,500.36,77658,15.36,1,1,0,1123,8.4
0,10.37,171.44,55000,2.99,0,0,1,5344,24.7
0,15.65,289.59,100000,6.43,0,2,0,6337,49.5
0,13.43,114.87,65000,17.93,0,1,0,0,10.08
0,11.11,141.69,50000,9,0,2,0,188,1.1
0,10.37,214.3,133500,15.86,0,0,0,21070,15.3
0,18.62,257.32,42000,11.31,0,1,0,9499,96.9
0,11.11,348.76,70000,1.03,0,0,0,1692,6.2
0,17.14,261.75,28308.8,14.07,0,2,0,10006,95.3
0,11.11,653.92,61200,0.08,0,0,0,127,0.2
0,14.17,56.06,52800,17.98,0,1,0,45762,84
0,10.74,350.68,70800,21.58,0,0,0,42248,27.4
0,15.28,239.38,38500,23.1,0,0,0,10556,76.5
0,9.63,173.79,46500,28.75,0,0,0,16638,26.2
0,16.77,296.75,68947.2,20.42,0,0,0,9923,36
0,10.37,348.24,55560,0.43,0,0,0,1236,6.1
0,10.37,171.44,25000,20.69,0,0,0,9002,31
0,17.14,186.96,100000,22.52,0,1,0,38646,96.9
0,11.11,348.76,160000,5.17,0,0,0,13236,45.2
0,13.43,321.64,36500,22.88,0,1,0,5562,36.6
0,16.77,741.88,81996,15.57,0,0,0,25502,91.8
0,14.91,332.4,86000,10.34,0,3,1,19160,79.5
0,12.68,338.85,105000,8.88,0,1,0,5330,13.5
0,16.4,225.08,75000,20.42,1,3,0,53248,56.2
0,10.37,243.23,66000,8.56,0,0,0,17848,73.4
0,16.77,197.84,55000,17.85,1,0,0,5762,44.3
0,17.88,121.58,72000,14.32,0,2,0,2306,45.2
0,10.37,128.58,60000,9.44,0,0,0,0,0
0,15.65,844.64,175000,10.78,0,1,0,40938,58.2
0,14.91,379.89,65500,16.27,0,1,0,28218,78.6
0,20.11,549.03,98000,9.04,2,0,0,1087,67.9
0,12.68,225.9,60000,21.04,0,1,0,27166,45.3
0,10.74,216.13,110000,11.93,0,0,0,24359,44.9
0,14.91,142.46,55000,20.51,0,1,0,7,0.5
0,16.02,243.29,48000,16.2,0,0,0,5301,96.4
0,16.4,137.38,55000,13.94,1,1,0,5855,41.2
0,17.88,658.54,110000,22.24,0,2,0,26018,77.7
0,17.51,376.92,95000,23.63,2,0,0,27721,78.8
0,16.77,296.75,61000,18.73,0,2,0,10306,66.3
0,14.17,560.56,65000,11.34,2,2,0,16561,31.8
0,10.74,432.26,108000,6.76,0,0,0,50111,73.3
0,18.62,617.57,120000,4.02,0,0,1,9684,50.2
0,14.17,186.86,42000,11.31,0,2,0,8674,34.1
0,13.06,455.68,95496,23.34,0,0,0,17417,62.9
0,14.91,284.92,52200,15.01,0,2,0,23959,45.2
0,7.29,71.78,38268,9.44,0,0,0,4226,21.3
0,15.28,172.35,35000,17.49,0,2,0,7440,68.3
0,10.37,323.06,29412,23.79,0,0,0,17767,58.6
0,14.17,467.13,43680,0.44,0,1,0,814,11.6
0,16.4,245.32,100008,14.13,0,0,0,8179,71.1
0,11.11,108.99,110000,18.14,0,0,0,86970,86.8
0,19.36,914.87,110000,8.71,0,2,0,10557,46.3
0,11.11,348.76,120000,20.49,0,0,0,16503,53.2
0,10.37,750.04,70000,16.46,0,0,0,15022,50.9
0,16.02,324.18,72000,17.35,0,2,0,500,25
0,15.28,63.44,41280,18.14,0,1,0,15973,36.8
0,10.74,432.26,86400,10.61,0,0,0,22411,85.4
0,17.14,157.67,31958.88,19.98,0,1,0,25834,59.7
0,16.4,392.5,60000,14.22,1,0,0,4166,75.7
0,16.4,372.49,70800,14.15,0,2,0,10522,61.2
0,10.74,756.46,105600,10.9,0,0,0,445,0.8
0,15.65,603.32,79000,18.39,0,1,0,42897,66.4
0,6,123.73,75000,3.09,0,0,0,241,7.3
0,10.74,86.46,62000,20.42,0,3,0,2963,27.2
0,11.11,435.95,135000,7.32,0,2,0,1293,3.1
0,17.51,241.23,42000,14.54,1,1,0,900,27.3
0,18.99,518.71,71000,9.63,0,0,0,7051,45.2
0,13.06,797.44,137000,0.18,0,1,0,772,9
0,10.74,237.75,42996,12.14,0,1,0,139,1.3
0,20.48,802.86,69996,6.26,0,0,0,8945,95.2
0,18.25,893.54,120000,14.14,0,0,0,29965,75.5
0,15.65,361.99,52000,22.38,1,0,1,10130,50.1
0,13.8,90.35,42000,20.46,0,1,0,13825,53.2
0,16.77,296.75,45000,12.75,1,2,0,7773,75
0,13.43,275.69,52360,15.77,0,2,0,27500,83.3
0,15.28,478.75,65004,11.32,0,0,0,1626,14.1
0,16.4,196.25,150000,10.59,0,1,1,13736,48.5
0,14.17,261.6,25800,17.77,0,3,0,4655,43.5
0,18.25,331.89,60000,17.18,0,2,0,13149,79.7
0,15.65,298.64,75000,22.53,0,0,0,44693,95.5
0,14.17,280.28,48000,13.63,0,1,0,5700,63.3
0,10.37,214.3,37000,27.24,0,0,0,10985,63.1
0,20.11,564.3,65000,22.1,2,2,0,23542,92.7
0,16.02,194.63,35424,17.48,2,3,0,78,9.7
0,13.06,478.46,200000,12.94,0,0,0,2784,79.5
0,15.28,150.81,110004,21.52,0,2,0,33244,80.1
0,12.68,180.72,35472.48,10.55,0,1,0,27294,0
0,13.06,170.88,38000,10.99,0,1,0,2664,34.2
0,12.68,271.08,117000,9.55,0,0,0,17259,84.2
0,14.17,247,28000,22.24,0,1,1,457,30.5
0,20.11,531.11,120000,15.18,1,3,0,9126,42.2
0,16.4,367.97,171312,7.08,0,0,0,3915,60.2
0,13.8,104.25,120000,18.25,0,1,0,10494,28.2
0,16.4,735.94,84996,20.27,0,0,0,19304,40.6
0,15.65,168.93,31543.2,21.15,0,0,0,4118,69.8
0,16.02,681.21,90000,24.16,2,2,0,1417,1.9
0,13.8,122.78,27996,0.64,0,3,0,442,34
0,13.06,102.53,48000,9.28,0,3,0,14126,58.1
0,10.37,117.87,52368,16.77,0,0,0,4987,22.8
0,18.25,404.65,40000,22.56,2,2,0,5931,43.3
0,7.29,69.79,33600,7.75,0,0,0,2969,11.6
0,10.37,342.88,60000,16.3,0,0,0,6236,12.8
0,17.88,633.21,99800,8.21,0,2,1,13498,75
0,17.14,299.14,72000,14.23,0,0,0,10691,91
0,11.11,191.82,105000,3.35,0,0,1,9129,56.4
0,12.68,451.8,46000,0.39,1,0,0,1104,2.4
0,10.37,171.44,50400,21.83,0,1,0,2344,5.6
0,17.14,398.85,48000,20.82,0,0,0,23826,76.9
0,19.74,685.09,60000,22.6,1,2,0,6547,41.7
0,15.28,311.19,43500,14.21,0,1,0,13624,51.2
0,12.68,412.27,70000,24.1,0,0,0,7141,25.5
0,10.37,514.31,75000,14.56,0,0,0,26291,38.4
0,16.4,515.16,95000,15.17,0,0,0,9566,67.2
0,19.36,460.71,55000,24.72,0,0,0,22926,95.5
0,10.37,750.04,74000,15.13,0,0,0,2260,7.8
0,13.8,166.79,26000,16.62,0,2,0,2694,42.1
0,18.25,367.63,71000,21.25,0,2,0,39907,57.6
0,18.62,643.3,60000,24.5,0,0,0,17694,53.5
0,13.06,136.71,87492,23.44,0,0,0,45063,84.5
0,13.06,410.11,56000,23.25,0,3,0,15265,51.6
0,16.77,86.56,24000,22.5,3,0,0,1965,40.3
0,17.88,405.26,90000,11.83,0,1,0,21777,41.2
0,10.37,150.01,100000,18.04,0,1,0,96321,42.5
0,14.91,593.57,59232,19.17,0,2,0,12084,82.8
0,20.48,669.05,55000,17.54,0,2,0,27970,95.1
0,17.88,405.26,75500,19.35,1,3,1,8979,85.5
0,19.36,522.79,90000,8.72,1,1,0,4690,59.4
0,14.91,189.95,73000,7.15,0,0,0,2321,10.4
0,12.68,248.49,40000,11.85,0,0,0,9317,35.4
0,10.37,228.77,85000,19.93,0,0,0,12504,43.5
0,21.22,570.73,193000,22.23,0,1,0,28320,85.8
0,14.91,356.15,100000,16.15,0,0,0,12120,56.4
0,16.02,262.75,50000,12.48,0,1,0,0,0
0,17.14,872.48,93000,16.14,0,0,0,29657,70.1
0,7.29,47.86,85000,1.26,0,0,0,4399,5.4
0,12.68,487.94,48000,0.55,0,0,0,713,4.1
0,12.68,338.85,100500,9.29,0,0,0,13537,64.8
0,20.11,531.11,60000,2.96,0,0,1,6217,65.4
0,11.11,348.76,45000,22.43,0,1,0,14658,29.1
0,10.37,133.94,15360,19.77,0,0,0,580,3.7
0,9.63,151.68,25000,8.98,0,0,0,8864,39
0,11.11,261.57,62500,9.62,0,0,0,7868,40.3
0,10.37,214.3,54000,0.91,0,0,0,1053,2.4
0,16.77,445.13,75000,19.55,0,0,0,23386,92.1
0,10.37,428.6,57984,11.82,0,0,0,650,3.3
0,13.06,136.71,78000,0.83,0,1,0,2748,7.1
0,13.06,223.29,50000,9.55,0,1,0,9009,58.5
0,13.8,463.3,52960,12.73,0,1,0,11746,17.7
0,10.37,145.73,103000,14.25,0,0,0,49493,83.8
0,15.28,172.35,50000,21.89,0,1,0,4446,94.6
0,12.68,442.76,93996,13.39,0,0,0,18619,68.5
0,10.74,60.52,61200,20.2,0,0,0,18965,72.9
0,7.66,189.08,26000,18.14,0,0,0,5177,15
0,7.29,95.71,30000,21.48,0,0,0,913,6.5
0,16.4,490.63,73350,23.83,0,1,0,5451,51.4
0,13.06,273.41,48000,17.55,0,1,0,8354,22.9
0,10.74,103.75,125000,6.77,0,2,0,63104,33.5
0,14.91,593.57,65000,1.95,0,2,0,5209,11.6
0,13.8,810.77,183456,6.89,0,5,0,1955,2.1
0,15.65,470.59,50000,19.39,0,0,0,4238,32.5
0,14.17,233.57,35496,18.46,0,1,0,8809,83.9
0,20.11,531.11,69500,21.19,3,2,0,12727,67
0,17.51,402.05,55000,18.63,0,1,0,18375,75
0,14.17,163.5,54600,7.08,0,1,0,5236,34.4
0,18.62,643.3,60000,14.68,0,3,0,13070,51.9
0,12.68,135.54,50000,10.92,0,0,0,10063,55.3
0,15.28,359.06,30000,6.96,0,0,0,118,54.1
0,14.91,189.95,38176,22.25,1,2,0,13869,35.7
0,14.91,237.43,41056,13.71,0,2,0,3690,40.5
0,13.43,344.61,62500,13.73,0,1,0,4263,4.8
0,11.11,741.11,191000,12.14,0,0,0,35214,68.4
0,10.37,385.74,39000,26.62,0,0,0,16056,22
0,10.74,216.13,78000,9.49,0,0,0,5214,40.1
0,14.91,249.3,104000,11.95,2,2,0,2712,73.9
0,10.37,526.64,75600,23.68,0,0,0,60223,26.1
0,10.37,342.88,204000,4.13,0,2,0,22731,23.7
0,13.06,45.57,69600,13.84,1,0,0,3167,59.8
0,14.91,356.15,87000,12.66,0,2,0,27837,95
0,10.37,401.27,32000,27.64,0,2,0,6345,13.2
0,17.14,373.92,124800,15.96,2,2,0,55293,83.5
0,13.43,367.59,68000,8.06,0,1,0,5871,30.3
0,17.14,199.43,43000,23.5,0,0,0,13427,64.8
0,14.91,664.8,67100,17.56,0,1,0,33683,70.6
0,14.91,241.59,35500,17.98,1,2,0,7222,48.1
0,18.62,159.54,69996,16.89,3,0,0,7835,50.2
0,17.51,402.05,145000,9.49,1,1,0,4938,58.1
0,17.14,398.85,83202,9.23,0,0,0,14984,44.1
0,15.28,143.63,47500,14.15,0,0,0,96,3
0,14.91,284.92,73000,7.79,0,1,0,25434,75.5
0,11.11,348.76,45000,21.97,0,0,0,11371,77.7
0,19.36,457.44,36000,19.5,0,1,0,20134,90.3
0,16.02,486.58,90000,9.11,0,0,0,17906,69.9
0,13.06,518.34,72000,14.22,0,0,0,26406,60.2
0,14.91,364.46,86000,18.01,0,0,0,47275,96.3
0,12.68,790.64,101000,10.16,0,2,0,13190,19.5
0,13.43,317.04,38004,10.2,0,2,0,10438,41.6
0,17.88,253.29,60000,13.9,0,0,0,24082,90.5
0,19.74,790.49,248004,15.61,0,2,0,29223,42
0,15.65,844.64,205000,2.55,1,1,0,1418,5.4
0,10,297.46,50000,6.22,0,0,0,1242,12.3
0,17.51,628.2,180000,10.25,0,0,0,35998,92.3
0,11.11,262.66,48276.8,11.43,0,0,0,9991,70.9
0,15.65,120.67,58800,9.39,2,0,0,0,0
0,10.74,345.81,65000,7.77,0,0,0,7223,40.4
0,7.29,119.63,60000,11.4,0,0,0,2396,9.4
0,15.28,191.5,120000,13.71,0,1,0,21747,97.5
0,15.28,383,36077.28,15.33,0,0,1,11011,59.8
0,16.4,858.59,106000,17.52,0,0,0,39002,64.5
0,10.37,198.23,85000,23.56,0,0,0,32150,68.4
0,7.66,177.01,48000,11.1,0,0,0,1519,6.6
0,16.77,49.46,78000,24.4,2,1,0,35078,91.6
0,16.4,451.38,38400,19.59,0,0,0,7293,70.1
0,17.14,99.72,60000,17.68,0,1,0,10417,92.2
0,14.54,518.09,64992,4.17,0,5,0,0,0
0,12.68,271.08,60000,22.24,0,0,0,11024,65.6
0,17.51,226.15,50000,21.34,0,0,0,4635,45
0,15.28,335.13,30000,19.68,0,0,0,16466,46
0,16.02,364.94,60000,10.62,2,1,0,4086,16.2
0,14.91,274.83,105000,15.21,0,1,0,34514,80.4
0,17.51,75.39,62040,5.61,0,3,0,1704,81.1
0,14.17,523.19,95000,12.8,0,2,0,78735,66.8
0,13.43,114.87,48000,11.6,0,1,0,7979,96.1
0,16.77,247.3,100000,1,0,1,0,1762,4.4
0,15.65,270.29,74243,16.96,1,0,0,6397,50
0,9.63,158,32000,4.46,0,0,0,7041,23.1
0,11.11,457.75,120000,17.85,0,0,0,60270,62
0,9.63,189.59,60000,19.36,0,0,0,2951,9.9
0,11.11,185.28,45000,18.83,0,2,0,5788,45.2
0,10.74,140.49,30000,27.8,0,2,0,6063,29.3
0,10.74,108.07,24000,23.1,0,0,0,7286,39.6
0,17.14,274.21,30000,11.32,0,0,0,10253,89.2
0,13.06,569.6,175000,12.53,0,1,0,15454,41.1
0,15.28,229.8,42000,5.2,1,2,0,5569,73.3
0,16.4,521.29,40000,22.35,0,0,0,26273,68.6
0,19.36,522.79,80000,14.91,0,3,1,18706,71.4
0,19.36,653.48,104000,14.7,1,0,0,37093,90.9
0,11.11,392.36,80000,9.57,0,0,0,23759,33.1
0,13.43,275.69,119000,15.81,0,3,0,40292,39.8
0,12.68,225.9,55000,25.79,0,0,0,2581,66.2
0,18.25,127.65,19560,8.28,0,1,0,3418,94.9
0,18.99,207.49,65000,10.38,0,0,0,6505,83.4
0,15.65,313.73,53000,23.66,0,1,0,13309,74.7
0,11.11,108.99,24500,17.58,0,1,0,1335,13.8
0,16.4,121.43,12582,10.49,0,1,0,4770,55.5
0,10.37,214.3,40000,22.08,0,1,0,486,3.4
0,15.28,359.06,48000,13.65,0,1,0,14364,47.6
0,10.37,214.3,50000,6.86,0,0,0,9973,31.6
0,10.74,328.52,51500,23.41,0,0,0,6598,54.8
0,15.28,130.46,41347.2,17.67,0,3,1,0,0
0,10.74,151.3,75000,12.72,0,2,0,5007,9.5
0,10.37,218.59,42500,29.36,0,0,0,2372,27.6
0,12.68,474.39,100000,27.54,0,0,0,44434,72.7
0,12.68,542.16,71000,15.41,0,0,0,26195,45.4
0,17.88,357.77,55000,22.04,4,0,0,11468,44.3
0,16.4,809.53,80300,15.51,0,0,0,13264,67.4
0,15.65,337.86,39000,17.69,0,0,0,13533,80.1
0,13.8,579.12,185000,4.13,0,3,0,24700,52.8
0,15.28,287.25,50000,20.45,0,2,0,30376,94.3
0,16.77,148.38,36000,17.33,0,1,0,9567,82.5
0,13.06,421.51,65667,25.46,0,3,0,12071,21.4
0,16.4,735.94,64800,21.8,0,1,0,47935,69.1
0,13.43,459.48,60000,16.42,0,1,0,27699,63.1
0,10.74,432.26,225000,12.08,0,1,0,138552,45.2
0,16.77,296.75,73000,17.42,0,0,0,2220,21.6
0,13.8,194.59,60000,17.56,0,1,0,2550,25.2
0,14.91,237.43,94000,0,1,1,0,0,0
0,10.74,389.04,70000,20.47,0,0,0,35104,47.2
0,13.06,797.44,275000,8.08,0,0,0,132519,74.4
0,16.4,735.94,140004,26.76,0,1,0,61783,77.3
0,14.17,467.13,60000,12.5,0,2,0,7172,80.6
0,18.99,59.66,12000,16.7,0,0,0,2179,94.7
0,15.65,289.59,46000,15.16,0,0,0,2225,41.2
0,13.06,455.68,47004,15.83,0,0,0,31533,86.4
0,13.43,275.69,45996,22.36,0,1,0,9768,15.8
0,14.17,817.48,83000,24.38,0,1,0,27247,19.2
0,18.25,510.6,120000,22.41,0,0,0,25492,78.1
0,10.37,205.73,50256,26.19,0,0,0,20825,79.5
0,7.66,70.4,24000,2.55,0,0,0,1764,30.9
0,16.02,155.71,130000,10.21,1,1,0,14815,80.6
0,11.11,437.04,64200,8.41,0,0,0,14095,92.7
0,10,169.98,30000,13.39,0,0,0,206,2.2
0,10.74,410.65,110004,16.94,0,3,0,8620,24.8
0,10.37,407.17,130000,12.95,0,0,0,35392,32.6
0,15.65,482.65,80640,20.6,0,2,0,13135,61.5
0,16.77,222.57,65000,17.1,0,3,0,285,35.6
0,10.74,280.97,25200,12.95,0,0,0,11667,70.3
0,10.74,400.93,117000,16.78,0,0,0,33766,63.7
0,10.74,324.2,80000,22.39,0,0,0,36087,65.7
0,16.4,206.07,26400,18.91,0,1,0,1719,44.1
0,13.43,137.85,36000,16.77,0,3,0,5858,83.7
0,12.68,397.58,48000,9.47,0,0,0,1310,8.5
0,16.02,851.51,110000,14.11,0,3,0,8727,37.8
0,10,106.24,90000,11.85,0,0,0,31007,80.7
0,16.4,490.63,55000,16.69,0,1,1,13498,58.2
0,15.28,275.28,27000,14.44,0,0,0,9340,89.1
0,16.77,576.81,43800,7.81,2,1,0,0,0
0,10.37,192.87,110000,6.37,0,3,0,11760,53
0,20.85,647.26,129000,16.8,1,0,0,25652,60.8
0,10.37,428.6,79000,0,0,0,0,0,0
0,12.68,338.85,42000,15.2,0,0,0,208,2
0,13.8,416.97,80400,11.13,1,1,0,14558,22.3
0,15.28,394.97,63996,9.6,0,0,0,10464,83.7
0,16.4,220.78,45000,9.55,0,0,0,9443,95.4
0,16.4,294.38,65000,20.88,0,0,0,34850,75.1
0,10.37,205.73,36000,1.1,1,0,0,776,3.1
0,17.14,124.64,36000,4.17,0,1,0,760,63.3
0,14.17,583.92,101000,15.07,1,2,0,24542,57.4
0,18.99,259.36,35000,19.82,0,1,0,3447,56.5
0,18.25,510.6,40320,18.96,0,0,0,10795,94.7
0,13.8,416.97,65800,16.91,0,1,0,2378,13.3
0,10.37,85.72,59000,29.15,0,1,0,24419,36.4
0,15.28,574.5,92000,18.25,0,0,0,19173,23.4
0,16.77,98.92,36500,7.13,0,2,0,406,7.2
0,14.17,186.86,84996,9.87,0,1,0,7990,59.5
0,17.88,367.26,40800,23.82,0,1,0,18410,68.4
0,14.17,256.93,60000,14,1,1,0,2600,39.4
0,13.06,116.2,60000,7.34,0,2,0,4846,25.8
0,12.68,135.54,24000,5.7,0,1,0,3388,49.3
0,10.74,341.49,84000,6.29,0,0,0,18738,17.1
0,14.17,186.86,40320,13.1,0,2,0,5112,38.7
0,18.25,638.25,65000,19.31,0,2,0,19148,45.9
0,20.85,474.66,400000,8.77,0,0,0,20200,92.7
0,10.74,197.22,100000,17.98,0,1,0,55377,83.4
0,13.8,509.63,78384,6.94,0,1,0,4314,6.3
0,16.77,445.13,62000,9.21,0,2,0,21069,52.4
0,10.74,54.04,15000,14.72,0,0,0,699,12.3
0,7.66,120.69,64500,10.66,0,0,0,24006,34.4
0,14.91,237.43,57000,15.35,0,1,0,2487,62.2
0,15.65,193.06,55000,10.41,0,0,0,6673,43.1
0,13.06,182.28,140341.44,1.3,0,6,0,3719,12.6
0,14.91,178.08,48000,5.45,1,0,0,9329,61
0,11.11,358.57,50000,24.62,0,0,0,1482,8.4
0,19.36,522.79,185000,21.46,0,2,0,32302,89.7
0,15.65,482.65,120000,6.38,0,0,0,32627,64.8
0,15.65,241.33,45000,3.28,0,0,0,4676,23.6
0,17.14,872.48,146000,19.25,0,2,0,10461,16
0,18.62,277.91,35918.4,8.85,1,0,0,8660,76.6
0,13.06,332.65,60000,23.02,0,2,0,17613,68.6
0,14.91,427.37,57600,15.31,0,0,0,8689,44.1
0,20.11,424.89,85000,13.92,0,1,0,7143,71.4
0,13.8,83.4,33504,10.67,1,2,0,1825,35.1
0,13.8,353.27,44000,11.07,1,1,0,373,0.6
0,19.74,632.39,103000,11.37,0,1,1,2933,75.2
0,12.68,338.85,95000,11.6,0,0,0,4925,31.6
0,19.36,653.48,92000,19.98,0,1,0,11128,35.8
0,20.85,431.51,56726,7.51,1,0,0,11165,93
0,11.11,261.57,67656,15.01,1,0,0,7401,62.7
0,12.68,379.51,82000,11.28,0,0,0,27968,27.7
0,16.77,741.88,94000,15.54,0,0,0,16624,47
0,15.28,229.8,135000,6.98,1,2,1,4690,18.2
0,15.28,71.82,14676,1.23,0,0,0,0,0
0,18.62,154.4,57000,4.29,1,1,0,935,31.1
0,19.36,392.09,120000,5.74,1,2,1,548,60.9
0,17.51,879.47,160000,8.62,0,1,0,119970,85.7
0,17.14,209.4,62000,7.86,0,2,0,10703,89.9
0,7.66,201.15,85000,0.56,0,0,0,1821,12.2
0,15.65,603.32,65000,21.99,0,0,0,13929,55.3
0,10.37,192.87,48000,12.25,0,2,0,16583,44.3
0,16.02,316.28,95000,13.29,0,1,0,9521,34.5
0,12.68,169.43,35000,8.4,0,0,0,6917,72.8
0,17.14,319.08,46800,10.92,0,0,0,10541,87.1
0,10.37,257.16,59000,16.23,0,0,0,14865,38.8
0,10.74,207.49,125000,0.26,0,0,0,772,2.1
0,16.4,78.5,25000,13.49,0,0,0,3384,47.7
0,14.17,280.28,96000,16.31,0,1,0,29258,48.5
0,16.4,735.94,63000,11.45,0,1,0,31351,65.9
0,15.28,478.75,50360,0.95,0,2,0,1448,12.6
0,13.43,275.69,72000,18.83,0,1,0,5291,55.7
0,18.99,311.23,87192,12.99,3,3,1,217,72.3
0,16.4,613.28,75000,7.7,0,1,0,10894,51.4
0,16.4,728.58,48500,8.41,0,0,0,7246,54.9
0,16.02,97.32,19800,5.45,0,1,0,4608,31.8
0,20.48,936.66,105000,23.43,0,3,0,32222,88
0,15.28,234.59,33196,20.68,0,2,0,5405,65.4
0,18.25,587.19,92004,5.93,0,1,0,18663,82.6
0,13.8,347.48,55000,24.7,0,3,0,93646,16.6
0,16.77,197.84,300000,6.57,0,3,0,1530,22.5
0,16.02,364.94,45000,7.33,0,3,0,8646,73.3
0,10,169.98,32760,2.89,0,0,0,1579,14.1
0,10.37,180.01,80000,16.63,0,1,0,35348,51.8
0,13.06,273.41,105000,6.26,0,0,0,2102,36.9
0,16.02,608.22,70000,20.31,0,2,0,16065,36.2
0,17.88,886.49,80000,5.19,0,0,0,13046,40.5
0,16.02,389.26,40000,11.1,0,0,0,15459,52.1
0,13.06,364.55,100000,18.59,0,0,0,22812,54.8
0,11.11,258.3,36000,24.6,0,0,0,17145,79.4
0,13.43,183.8,64800,6.87,1,2,0,8656,22
0,18.25,153.18,45000,3.84,0,1,0,3183,70.7
